Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Locus Type,Is Pseudogene,Is Partial Gene,Add Date,Is Public,Sequencing Status,Transmembrane Helices,Signal Peptides,Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,Pfam,Tigrfam,SMART,SUPERFam,CATH FunFam,Enzyme,KO,IMG Term,MyIMG (self),MyIMG (group),MyIMG (public)
3300049256 assembled Ga0508132_00651_874_1062,null,nitrogenase iron protein NifH,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,874,1062,-,189,62,CDS,,,,No,Draft,,,Ga0508132_00651,,Ga0508132_00651,10793,0.63,1,"COG1348===Nitrogenase subunit NifH, an ATPase",,,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_031271_1_273,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,273,-,273,91,CDS,,,,No,Draft,,,Ga0508133_031271,,Ga0508133_031271,274,0.65,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049256 assembled Ga0508132_00045_46046_46936,null,nitrogenase iron protein NifH,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,46046,46936,-,891,296,CDS,,,,No,Draft,,,Ga0508132_00045,,Ga0508132_00045,64916,0.66,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",TIGR01287===nitrogenase iron protein,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_016920_2_214,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,214,-,213,71,CDS,,,,No,Draft,,,Ga0508133_016920,,Ga0508133_016920,215,0.65,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049256 assembled Ga0508132_00345_8845_9723,null,nitrogenase iron protein NifH,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,8845,9723,-,879,292,CDS,,,,No,Draft,,,Ga0508132_00345,,Ga0508132_00345,17773,0.62,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",TIGR01287===nitrogenase iron protein,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_032959_2_1030,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,1030,#ERROR!,1029,342,CDS,,,,No,Draft,,,Ga0508133_032959,,Ga0508133_032959,2224,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_005497_575_2038,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,575,2038,-,1464,487,CDS,,,,No,Draft,,,Ga0508133_005497,,Ga0508133_005497,2083,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049256 assembled Ga0508132_00002_342132_343496,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,342132,343496,-,1365,454,CDS,,,,No,Draft,,,Ga0508132_00002,,Ga0508132_00002,538500,0.47,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_047232_1_393,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,393,#ERROR!,393,131,CDS,,,,No,Draft,,,Ga0508133_047232,,Ga0508133_047232,395,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.20.20.70===Aldolase class I,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_005511_7_237,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,7,237,#ERROR!,231,77,CDS,,,,No,Draft,,,Ga0508133_005511,,Ga0508133_005511,237,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_080440_94262_95728,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,94262,95728,-,1467,488,CDS,,,,No,Draft,,,Ga0508133_080440,,Ga0508133_080440,95999,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_015973_15513_16898,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,15513,16898,-,1386,461,CDS,,,,No,Draft,,,Ga0508133_015973,,Ga0508133_015973,49653,0.63,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_019697_1_414,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,414,-,414,138,CDS,,,,No,Draft,,,Ga0508133_019697,,Ga0508133_019697,428,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049256 assembled Ga0508132_00345_3810_5486,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,3810,5486,-,1677,558,CDS,,,,No,Draft,,,Ga0508132_00345,,Ga0508132_00345,17773,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains<<>>COG2906===Bacterioferritin-associated ferredoxin",pfam00148===Nitrogenase component 1 type Oxidoreductase<<>>pfam04324===BFD-like [2Fe-2S] binding domain,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_018583_12288_13964,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,12288,13964,#ERROR!,1677,558,CDS,,,,No,Draft,,,Ga0508133_018583,,Ga0508133_018583,17747,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains<<>>COG2906===Bacterioferritin-associated ferredoxin",pfam00148===Nitrogenase component 1 type Oxidoreductase<<>>pfam04324===BFD-like [2Fe-2S] binding domain,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_013149_2_313,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,313,#ERROR!,312,104,CDS,,,,No,Draft,,,Ga0508133_013149,,Ga0508133_013149,315,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_032871_1_372,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,372,#ERROR!,372,124,CDS,,,,No,Draft,,,Ga0508133_032871,,Ga0508133_032871,374,0.61,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_066169_1621_3000,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1621,3000,-,1380,459,CDS,,,,No,Draft,,,Ga0508133_066169,,Ga0508133_066169,3169,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_102312_1_417,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,417,#ERROR!,417,139,CDS,,,,No,Draft,,,Ga0508133_102312,,Ga0508133_102312,418,0.63,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_050890_3_575,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,575,-,573,191,CDS,,,,No,Draft,,,Ga0508133_050890,,Ga0508133_050890,5874,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_019100_1_309,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,309,#ERROR!,309,103,CDS,,,,No,Draft,,,Ga0508133_019100,,Ga0508133_019100,311,0.66,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049256 assembled Ga0508132_00218_1634_3013,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,1634,3013,-,1380,459,CDS,,,,No,Draft,,,Ga0508132_00218,,Ga0508132_00218,23473,0.63,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049256 assembled Ga0508132_00043_15449_16834,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,15449,16834,-,1386,461,CDS,,,,No,Draft,,,Ga0508132_00043,,Ga0508132_00043,66603,0.63,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049256 assembled Ga0508132_11069_3_242,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,3,242,#ERROR!,240,79,CDS,,,,No,Draft,,,Ga0508132_11069,,Ga0508132_11069,774,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_043148_2_250,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,250,-,249,83,CDS,,,,No,Draft,,,Ga0508133_043148,,Ga0508133_043148,250,0.66,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049256 assembled Ga0508132_00045_41357_42823,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,41357,42823,-,1467,488,CDS,,,,No,Draft,,,Ga0508132_00045,,Ga0508132_00045,64916,0.66,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_035670_10_198,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,10,198,#ERROR!,189,62,CDS,,,,No,Draft,,,Ga0508133_035670,,Ga0508133_035670,730,0.61,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_025105_342179_343543,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,342179,343543,-,1365,454,CDS,,,,No,Draft,,,Ga0508133_025105,,Ga0508133_025105,475970,0.47,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_088821_575_1603,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,575,1603,-,1029,342,CDS,,,,No,Draft,,,Ga0508133_088821,,Ga0508133_088821,1604,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_080997_147_281,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,147,281,#ERROR!,135,45,CDS,,,,No,Draft,,,Ga0508133_080997,,Ga0508133_080997,282,0.6,1,,,,,,,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_012838_1_231,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,231,-,231,77,CDS,,,,No,Draft,,,Ga0508133_012838,,Ga0508133_012838,231,0.6,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049256 assembled Ga0508132_24533_1_510,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,1,510,-,510,170,CDS,,,,No,Draft,,,Ga0508132_24533,,Ga0508132_24533,511,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049256 assembled Ga0508132_01057_763_2226,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,763,2226,-,1464,487,CDS,,,,No,Draft,,,Ga0508132_01057,,Ga0508132_01057,6648,0.63,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01283===nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_089822_16_306,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,16,306,#ERROR!,291,97,CDS,,,,No,Draft,,,Ga0508133_089822,,Ga0508133_089822,308,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_000625_2_115,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,115,#ERROR!,114,37,CDS,,,,No,Draft,,,Ga0508133_000625,,Ga0508133_000625,717,0.66,1,,,,,,,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_047363_3_326,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,326,-,324,108,CDS,,,,No,Draft,,,Ga0508133_047363,,Ga0508133_047363,328,0.61,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_047294_3_281,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,281,-,279,93,CDS,,,,No,Draft,,,Ga0508133_047294,,Ga0508133_047294,281,0.66,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.20.20.70===Aldolase class I,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_034540_2_319,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,319,-,318,106,CDS,,,,No,Draft,,,Ga0508133_034540,,Ga0508133_034540,320,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_002650_473_1021,null,nitrogenase molybdenum-cofactor synthesis protein NifE,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,473,1021,#ERROR!,549,183,CDS,,,,No,Draft,,,Ga0508133_002650,,Ga0508133_002650,1022,0.63,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,KO:K02587===nifE===nitrogenase molybdenum-cofactor synthesis protein NifE,,,,
3300049257 assembled Ga0508133_061409_22_249,null,nitrogenase molybdenum-iron protein alpha chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,22,249,#ERROR!,228,76,CDS,,,,No,Draft,,,Ga0508133_061409,,Ga0508133_061409,251,0.66,1,,,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02586===nifD===nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_101568_1_504,null,nitrogenase molybdenum-iron protein alpha chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,504,#ERROR!,504,168,CDS,,,,No,Draft,,,Ga0508133_101568,,Ga0508133_101568,506,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02586===nifD===nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1],,,,
